Id,Name,Gender,Email,EmailName,Domain,CompanyEmail,RegionCode,Phone,EmpPhone,FaxNumber,CitizenIdentification,Role,Department,Location,University,Birthday,StartDay,OfficialDay,ContractStatus,ContractStartDay,ContractEndDay,BaseSalary,base-net,BankName,BankAccountNumber,GrossSalary,NetSalary,net-gos,Manager,ProjectName,LinkCV,WorkingModel,Effort,WorkingTime,DateCreated,DateModified
129,Nguyễn Văn Phúc,Female,vzanotti3k@stumbleupon.com,vzanotti3k,@solutiondtk.com,vzanotti3k@solutiondtk.com,84,102-395-8430,+84 102-395-8430,63304-459,41167-7514,Data Engineer,Management,Ho Chi Minh,Assosa University,21/05/99,29/09/20,29/11/20,1 Year,5/19/2021,10/21/2021,"$23.496.621,63","$12.517.951,16",HSBC,59779-168,"$16.876.708,93","$10.978.670,47","-$5.898.038,46",Valera Zanotti,SISS,https://mapquest.com/ipsum/integer/a/nibh.js?phasellus=molestie&id=nibh&sapien=in&in=lectus&sapien=pellentesque&iaculis=at&congue=nulla&vivamus=suspendisse&metus=potenti&arcu=cras&adipiscing=in&molestie=purus&hendrerit=eu&at=magna&vulputate=vulputate&vitae=luctus&nisl=cum&aenean=sociis&lectus=natoque&pellentesque=penatibus&eget=et&nunc=magnis&donec=dis&quis=parturient&orci=montes&eget=nascetur&orci=ridiculus&vehicula=mus&condimentum=vivamus&curabitur=vestibulum&in=sagittis&libero=sapien&ut=cum&massa=sociis&volutpat=natoque&convallis=penatibus&morbi=et&odio=magnis&odio=dis&elementum=parturient&eu=montes&interdum=nascetur&eu=ridiculus&tincidunt=mus&in=etiam&leo=vel&maecenas=augue&pulvinar=vestibulum&lobortis=rutrum&est=rutrum&phasellus=neque&sit=aenean&amet=auctor&erat=gravida&nulla=sem&tempus=praesent&vivamus=id&in=massa&felis=id&eu=nisl&sapien=venenatis&cursus=lacinia&vestibulum=aenean&proin=sit&eu=amet&mi=justo&nulla=morbi&ac=ut&enim=odio&in=cras&tempor=mi&turpis=pede,Part time,80,Online,11/9/2021,11/19/2021
130,Đoàn Ngọc Ánh,Female,srobertucci3l@themeforest.net,srobertucci3l,@solutiondtk.com,srobertucci3l@solutiondtk.com,84,373-855-8388,+84 373-855-8388,0268-0916,59535-3001,Project Manager,Sales,Ho Chi Minh,Franklin College Switzerland,9/6/1998,18/03/20,18/05/20,Infinity,10/12/2021,,"$17.684.318,72","$6.947.746,23",HSBC,55714-4490,"$12.382.368,32","$10.736.572,49","-$1.645.795,83",Seka Robertucci,OTLS,https://amazon.co.uk/elementum/in/hac/habitasse/platea/dictumst/morbi.aspx?eget=ut&vulputate=massa&ut=volutpat&ultrices=convallis&vel=morbi&augue=odio&vestibulum=odio&ante=elementum&ipsum=eu&primis=interdum&in=eu&faucibus=tincidunt&orci=in&luctus=leo&et=maecenas&ultrices=pulvinar&posuere=lobortis&cubilia=est&curae=phasellus&donec=sit&pharetra=amet&magna=erat&vestibulum=nulla&aliquet=tempus&ultrices=vivamus&erat=in&tortor=felis&sollicitudin=eu&mi=sapien&sit=cursus&amet=vestibulum&lobortis=proin&sapien=eu&sapien=mi&non=nulla&mi=ac&integer=enim&ac=in&neque=tempor&duis=turpis&bibendum=nec&morbi=euismod&non=scelerisque&quam=quam&nec=turpis&dui=adipiscing&luctus=lorem&rutrum=vitae&nulla=mattis&tellus=nibh,Full time,80,Offline,3/23/2022,11/21/2021
134,Đỗ Nguyễn Bảo Trân,Female,amacanelley3p@army.mil,amacanelley3p,@solutiondtk.com,amacanelley3p@solutiondtk.com,84,181-414-0982,+84 181-414-0982,22577-070,51393-6222,Software Engineer,Sales,Ho Chi Minh,University of Kragujevac,25/02/97,31/05/22,31/07/22,Probation,3/13/2020,10/27/2022,"$12.886.005,35","$5.124.550,37",HSBC,0069-0154,"$9.875.329,28","$7.761.454,98","-$2.113.874,30",Adda MacAnelley,SISS,http://alibaba.com/orci/eget/orci/vehicula/condimentum/curabitur/in.json?luctus=neque&cum=vestibulum&sociis=eget&natoque=vulputate&penatibus=ut&et=ultrices&magnis=vel&dis=augue&parturient=vestibulum&montes=ante&nascetur=ipsum&ridiculus=primis&mus=in&vivamus=faucibus&vestibulum=orci&sagittis=luctus&sapien=et&cum=ultrices&sociis=posuere&natoque=cubilia&penatibus=curae&et=donec&magnis=pharetra&dis=magna&parturient=vestibulum&montes=aliquet&nascetur=ultrices&ridiculus=erat&mus=tortor&etiam=sollicitudin&vel=mi&augue=sit&vestibulum=amet&rutrum=lobortis&rutrum=sapien&neque=sapien&aenean=non&auctor=mi&gravida=integer&sem=ac&praesent=neque&id=duis&massa=bibendum&id=morbi&nisl=non&venenatis=quam&lacinia=nec&aenean=dui&sit=luctus&amet=rutrum&justo=nulla&morbi=tellus&ut=in&odio=sagittis&cras=dui&mi=vel&pede=nisl&malesuada=duis&in=ac&imperdiet=nibh&et=fusce&commodo=lacus&vulputate=purus&justo=aliquet&in=at&blandit=feugiat&ultrices=non&enim=pretium&lorem=quis&ipsum=lectus&dolor=suspendisse&sit=potenti&amet=in&consectetuer=eleifend&adipiscing=quam&elit=a&proin=odio&interdum=in&mauris=hac&non=habitasse&ligula=platea&pellentesque=dictumst&ultrices=maecenas&phasellus=ut&id=massa&sapien=quis&in=augue&sapien=luctus&iaculis=tincidunt&congue=nulla&vivamus=mollis,Full time,80,Online,10/13/2022,12/14/2021
140,Nguyễn Thị Thùy Quyên,Male,hpescott3v@soundcloud.com,hpescott3v,@solutiondtk.com,hpescott3v@solutiondtk.com,84,665-346-3661,+84 665-346-3661,60289-247,21695-104,Admin,Marketing,Da Nang,Jatiya Kabi Kazi Nazrul Islam University,31/12/98,7/2/2022,7/4/2022,1 Year,5/3/2021,4/4/2023,"$17.456.541,70","$1.681.918,01",HSBC,54235-205,"$22.725.674,57","$15.774.623,69","-$6.951.050,88",Hartwell Pescott,OTLS,https://nyu.edu/odio.aspx?etiam=nullam&faucibus=orci&cursus=pede&urna=venenatis&ut=non&tellus=sodales&nulla=sed&ut=tincidunt&erat=eu&id=felis&mauris=fusce&vulputate=posuere&elementum=felis&nullam=sed&varius=lacus&nulla=morbi&facilisi=sem&cras=mauris&non=laoreet&velit=ut&nec=rhoncus&nisi=aliquet&vulputate=pulvinar&nonummy=sed&maecenas=nisl&tincidunt=nunc&lacus=rhoncus&at=dui&velit=vel&vivamus=sem&vel=sed&nulla=sagittis&eget=nam&eros=congue&elementum=risus&pellentesque=semper&quisque=porta&porta=volutpat&volutpat=quam&erat=pede&quisque=lobortis&erat=ligula&eros=sit&viverra=amet&eget=eleifend&congue=pede&eget=libero&semper=quis&rutrum=orci&nulla=nullam&nunc=molestie&purus=nibh&phasellus=in&in=lectus&felis=pellentesque&donec=at&semper=nulla&sapien=suspendisse&a=potenti&libero=cras&nam=in&dui=purus&proin=eu&leo=magna&odio=vulputate,Full time,100,Online,8/4/2022,8/16/2022
142,Tiêu Hà Thi,Male,rspens3x@usda.gov,rspens3x,@solutiondtk.com,rspens3x@solutiondtk.com,84,327-700-9316,+84 327-700-9316,67172-181,64762-884,Software Engineer,Marketing,Ho Chi Minh,Centro Universitário Monte Serrat,24/11/99,5/7/2022,5/9/2022,1 Year,8/21/2020,1/28/2022,"$18.357.358,76","$10.186.049,31",HSBC,0054-2795,"$15.929.735,57","$8.171.309,45","-$7.758.426,12",Robers Spens,OTLS,http://parallels.com/dolor.jpg?a=phasellus&odio=in&in=felis&hac=donec&habitasse=semper&platea=sapien&dictumst=a&maecenas=libero&ut=nam&massa=dui&quis=proin&augue=leo&luctus=odio&tincidunt=porttitor&nulla=id&mollis=consequat&molestie=in&lorem=consequat&quisque=ut&ut=nulla&erat=sed&curabitur=accumsan&gravida=felis&nisi=ut&at=at&nibh=dolor&in=quis&hac=odio&habitasse=consequat&platea=varius&dictumst=integer&aliquam=ac&augue=leo&quam=pellentesque&sollicitudin=ultrices&vitae=mattis&consectetuer=odio&eget=donec&rutrum=vitae&at=nisi&lorem=nam,Part time,100,Hybrid,12/13/2021,5/8/2022
144,Lâm Thiên Di,Male,dliddyard3z@symantec.com,dliddyard3z,@solutiondtk.com,dliddyard3z@solutiondtk.com,84,915-122-2786,+84 915-122-2786,36987-1543,0591-0853,Sales,Sales,Da Nang,Université Joseph Fourier (Grenoble I),5/8/1997,27/06/22,27/08/22,1 Year,4/3/2022,3/1/2022,"$16.414.576,77","$5.592.514,36",HSBC,51672-4011,"$12.348.548,09","$10.822.062,41","-$1.526.485,68",Dani Liddyard,MKT,https://indiatimes.com/et/magnis.html?fusce=libero&consequat=convallis&nulla=eget&nisl=eleifend&nunc=luctus&nisl=ultricies&duis=eu&bibendum=nibh&felis=quisque&sed=id&interdum=justo&venenatis=sit&turpis=amet&enim=sapien&blandit=dignissim&mi=vestibulum&in=vestibulum&porttitor=ante&pede=ipsum&justo=primis&eu=in&massa=faucibus&donec=orci&dapibus=luctus&duis=et&at=ultrices&velit=posuere&eu=cubilia&est=curae&congue=nulla&elementum=dapibus&in=dolor&hac=vel&habitasse=est&platea=donec&dictumst=odio&morbi=justo&vestibulum=sollicitudin&velit=ut&id=suscipit&pretium=a&iaculis=feugiat&diam=et&erat=eros&fermentum=vestibulum&justo=ac&nec=est&condimentum=lacinia&neque=nisi&sapien=venenatis,Full time,100,Online,10/14/2022,4/10/2022
148,Trần Đức Anh,Female,celliker43@state.tx.us,celliker43,@solutiondtk.com,celliker43@solutiondtk.com,84,780-781-2446,+84 780-781-2446,0378-2260,51346-016,Project Manager,Management,Da Nang,Université Cadi Ayyad,1/9/1996,21/07/20,21/09/20,Infinity,12/25/2020,,"$11.491.889,91","$4.253.070,58",HSBC,68472-127,"$12.163.719,55","$7.238.819,33","-$4.924.900,22",Corenda Elliker,OTLS,http://independent.co.uk/amet/lobortis/sapien/sapien/non/mi/integer.html?dolor=rutrum&sit=neque&amet=aenean&consectetuer=auctor&adipiscing=gravida&elit=sem&proin=praesent&risus=id&praesent=massa&lectus=id&vestibulum=nisl&quam=venenatis&sapien=lacinia&varius=aenean&ut=sit&blandit=amet&non=justo&interdum=morbi&in=ut&ante=odio&vestibulum=cras&ante=mi&ipsum=pede&primis=malesuada&in=in&faucibus=imperdiet&orci=et&luctus=commodo&et=vulputate&ultrices=justo&posuere=in&cubilia=blandit&curae=ultrices&duis=enim&faucibus=lorem&accumsan=ipsum&odio=dolor&curabitur=sit&convallis=amet&duis=consectetuer&consequat=adipiscing&dui=elit&nec=proin&nisi=interdum&volutpat=mauris&eleifend=non&donec=ligula&ut=pellentesque&dolor=ultrices&morbi=phasellus&vel=id&lectus=sapien&in=in&quam=sapien&fringilla=iaculis&rhoncus=congue&mauris=vivamus&enim=metus&leo=arcu&rhoncus=adipiscing&sed=molestie&vestibulum=hendrerit&sit=at&amet=vulputate&cursus=vitae&id=nisl&turpis=aenean&integer=lectus&aliquet=pellentesque&massa=eget&id=nunc&lobortis=donec&convallis=quis&tortor=orci&risus=eget&dapibus=orci&augue=vehicula&vel=condimentum&accumsan=curabitur&tellus=in&nisi=libero&eu=ut&orci=massa&mauris=volutpat&lacinia=convallis&sapien=morbi&quis=odio&libero=odio&nullam=elementum&sit=eu&amet=interdum&turpis=eu&elementum=tincidunt&ligula=in&vehicula=leo,Part time,100,Offline,6/12/2022,10/8/2022
149,Trâm Anh,Female,gtagg44@netvibes.com,gtagg44,@solutiondtk.com,gtagg44@solutiondtk.com,84,247-549-9304,+84 247-549-9304,60429-391,36987-1925,Data Engineer,Marketing,Ho Chi Minh,BiTS - Business and Information Technology School gGmbH,1/4/1999,12/9/2020,12/11/2020,Probation,3/5/2020,9/21/2022,"$11.225.167,33","$3.498.118,71",HSBC,52685-444,"$18.587.159,79","$7.727.048,62","-$10.860.111,17",Grete Tagg,MKT,https://bloomberg.com/justo/pellentesque/viverra/pede/ac/diam.jpg?congue=consectetuer&diam=eget&id=rutrum&ornare=at&imperdiet=lorem&sapien=integer&urna=tincidunt&pretium=ante&nisl=vel&ut=ipsum&volutpat=praesent&sapien=blandit&arcu=lacinia&sed=erat&augue=vestibulum&aliquam=sed&erat=magna&volutpat=at&in=nunc&congue=commodo&etiam=placerat&justo=praesent&etiam=blandit,Full time,80,Hybrid,2/21/2022,5/11/2022
152,Nguyễn Huy Thành,Male,rlingard47@paginegialle.it,rlingard47,@solutiondtk.com,rlingard47@solutiondtk.com,84,280-241-2541,+84 280-241-2541,25021-452,49999-411,Data Engineer,Marketing,Ho Chi Minh,Fort Valley State College,7/11/1998,18/04/21,18/06/21,1 Year,11/27/2021,2/16/2022,"$22.404.835,85","$11.726.625,10",HSBC,68788-9103,"$14.191.082,61","$10.678.210,75","-$3.512.871,86",Rolf Lingard,EMBI,http://domainmarket.com/bibendum/felis.js?morbi=donec&sem=posuere&mauris=metus&laoreet=vitae&ut=ipsum&rhoncus=aliquam&aliquet=non&pulvinar=mauris&sed=morbi&nisl=non&nunc=lectus&rhoncus=aliquam&dui=sit&vel=amet&sem=diam&sed=in&sagittis=magna&nam=bibendum&congue=imperdiet&risus=nullam&semper=orci&porta=pede&volutpat=venenatis&quam=non&pede=sodales&lobortis=sed&ligula=tincidunt&sit=eu&amet=felis&eleifend=fusce&pede=posuere&libero=felis&quis=sed&orci=lacus&nullam=morbi&molestie=sem&nibh=mauris&in=laoreet&lectus=ut&pellentesque=rhoncus&at=aliquet&nulla=pulvinar&suspendisse=sed&potenti=nisl&cras=nunc&in=rhoncus&purus=dui&eu=vel&magna=sem&vulputate=sed&luctus=sagittis&cum=nam&sociis=congue&natoque=risus&penatibus=semper&et=porta&magnis=volutpat&dis=quam&parturient=pede&montes=lobortis&nascetur=ligula&ridiculus=sit&mus=amet&vivamus=eleifend&vestibulum=pede&sagittis=libero&sapien=quis&cum=orci,Full time,0,Offline,6/21/2022,9/20/2022
153,Ngô Nguyễn Phương Linh,Female,amcclinton48@chronoengine.com,amcclinton48,@solutiondtk.com,amcclinton48@solutiondtk.com,84,605-376-3899,+84 605-376-3899,48951-7018,54868-4645,Digital Marketing,Sales,Hanoi,Pharos International University,3/12/1999,6/6/2020,6/8/2020,Probation,5/17/2021,2/12/2022,"$13.376.781,87","$1.510.460,38",HSBC,62011-0003,"$12.269.139,41","$11.866.321,49","-$402.817,92",Aidan McClinton,OTLS,http://yolasite.com/eu/felis.jpg?a=maecenas&pede=tristique&posuere=est&nonummy=et&integer=tempus&non=semper&velit=est&donec=quam&diam=pharetra&neque=magna&vestibulum=ac&eget=consequat&vulputate=metus&ut=sapien&ultrices=ut&vel=nunc&augue=vestibulum&vestibulum=ante&ante=ipsum&ipsum=primis&primis=in&in=faucibus&faucibus=orci&orci=luctus&luctus=et&et=ultrices&ultrices=posuere&posuere=cubilia&cubilia=curae&curae=mauris&donec=viverra&pharetra=diam&magna=vitae&vestibulum=quam&aliquet=suspendisse&ultrices=potenti&erat=nullam&tortor=porttitor&sollicitudin=lacus&mi=at&sit=turpis&amet=donec&lobortis=posuere&sapien=metus&sapien=vitae&non=ipsum&mi=aliquam&integer=non&ac=mauris&neque=morbi&duis=non&bibendum=lectus&morbi=aliquam&non=sit&quam=amet&nec=diam&dui=in&luctus=magna&rutrum=bibendum,Part time,0,Online,9/16/2022,1/14/2022
156,Nguyễn Hữu Sum,Female,rbartalot4b@fastcompany.com,rbartalot4b,@solutiondtk.com,rbartalot4b@solutiondtk.com,84,450-574-7802,+84 450-574-7802,48951-8041,49527-999,Admin,Technology,Hanoi,Northern Sichuan Medical College,17/05/00,15/07/21,15/09/21,1 Year,5/10/2020,12/15/2022,"$24.417.265,17","$6.933.292,28",HSBC,52125-279,"$22.911.647,91","$17.483.972,89","-$5.427.675,02",Roz Bartalot,MKT,https://narod.ru/gravida/nisi.html?nisi=porta&volutpat=volutpat&eleifend=erat&donec=quisque&ut=erat&dolor=eros&morbi=viverra&vel=eget,Full time,80,Hybrid,12/6/2021,8/15/2022
157,Nguyễn Hiến Chương,Male,rlangham4c@lycos.com,rlangham4c,@solutiondtk.com,rlangham4c@solutiondtk.com,84,636-995-0230,+84 636-995-0230,51096-0004,64942-1155,HR,Technology,Hanoi,University of Opole,7/2/1999,24/03/20,24/05/20,1 Year,11/12/2020,1/11/2022,"$22.699.159,34","$13.870.083,38",HSBC,54569-4737,"$9.100.673,78","$8.829.075,96","-$271.597,82",Roma Langham,SISS,https://wikipedia.org/vestibulum/quam/sapien.aspx?eu=libero&sapien=nam&cursus=dui&vestibulum=proin&proin=leo&eu=odio&mi=porttitor&nulla=id&ac=consequat&enim=in&in=consequat&tempor=ut&turpis=nulla&nec=sed&euismod=accumsan&scelerisque=felis&quam=ut&turpis=at&adipiscing=dolor&lorem=quis&vitae=odio&mattis=consequat&nibh=varius&ligula=integer&nec=ac&sem=leo&duis=pellentesque&aliquam=ultrices&convallis=mattis&nunc=odio&proin=donec&at=vitae&turpis=nisi&a=nam&pede=ultrices,Full time,100,Offline,2/8/2022,7/24/2022
159,Lê Thị Cẩm Vân,Male,jhuxter4e@blog.com,jhuxter4e,@solutiondtk.com,jhuxter4e@solutiondtk.com,84,917-571-1346,+84 917-571-1346,51514-0307,0944-8402,Digital Marketing,Sales,Hanoi,Louisiana State University Health Sciences Center New Orleans,29/08/98,6/10/2021,6/12/2021,1 Year,4/10/2022,5/2/2022,"$24.487.183,58","$10.189.951,52",HSBC,36800-228,"$22.465.955,55","$14.297.232,06","-$8.168.723,49",Jodi Huxter,SISS,https://house.gov/pede.jpg?dapibus=donec&augue=quis&vel=orci&accumsan=eget&tellus=orci&nisi=vehicula&eu=condimentum&orci=curabitur&mauris=in&lacinia=libero&sapien=ut&quis=massa&libero=volutpat&nullam=convallis&sit=morbi&amet=odio&turpis=odio&elementum=elementum&ligula=eu&vehicula=interdum&consequat=eu&morbi=tincidunt&a=in&ipsum=leo&integer=maecenas&a=pulvinar&nibh=lobortis&in=est&quis=phasellus&justo=sit&maecenas=amet&rhoncus=erat&aliquam=nulla&lacus=tempus&morbi=vivamus&quis=in&tortor=felis&id=eu&nulla=sapien&ultrices=cursus&aliquet=vestibulum&maecenas=proin&leo=eu&odio=mi&condimentum=nulla&id=ac&luctus=enim&nec=in&molestie=tempor&sed=turpis&justo=nec&pellentesque=euismod&viverra=scelerisque&pede=quam&ac=turpis&diam=adipiscing&cras=lorem&pellentesque=vitae&volutpat=mattis&dui=nibh&maecenas=ligula&tristique=nec&est=sem&et=duis&tempus=aliquam&semper=convallis&est=nunc&quam=proin&pharetra=at&magna=turpis&ac=a&consequat=pede&metus=posuere&sapien=nonummy&ut=integer&nunc=non&vestibulum=velit&ante=donec,Part time,80,Online,3/2/2022,4/2/2022
162,Nguyễn Minh Huy,Female,wkear4h@cnet.com,wkear4h,@solutiondtk.com,wkear4h@solutiondtk.com,84,559-740-5398,+84 559-740-5398,52544-076,52979-8004,Software Engineer,Technology,Hanoi,Azad Jammu and Kashmir University,19/03/98,23/11/20,23/01/21,Infinity,12/13/2020,,"$18.020.346,02","$10.880.412,46",HSBC,10927-102,"$14.116.739,85","$7.139.933,56","-$6.976.806,29",Winna Kear,MKT,https://opera.com/eu/mi/nulla.json?placerat=ligula&ante=nec&nulla=sem&justo=duis&aliquam=aliquam&quis=convallis&turpis=nunc&eget=proin&elit=at&sodales=turpis&scelerisque=a&mauris=pede&sit=posuere&amet=nonummy&eros=integer&suspendisse=non&accumsan=velit&tortor=donec&quis=diam&turpis=neque&sed=vestibulum&ante=eget&vivamus=vulputate&tortor=ut&duis=ultrices&mattis=vel&egestas=augue&metus=vestibulum&aenean=ante&fermentum=ipsum&donec=primis&ut=in&mauris=faucibus&eget=orci&massa=luctus&tempor=et&convallis=ultrices&nulla=posuere&neque=cubilia&libero=curae&convallis=donec&eget=pharetra&eleifend=magna&luctus=vestibulum&ultricies=aliquet&eu=ultrices&nibh=erat&quisque=tortor&id=sollicitudin&justo=mi&sit=sit&amet=amet&sapien=lobortis&dignissim=sapien&vestibulum=sapien,Part time,100,Hybrid,5/13/2022,8/23/2022
167,Hán Hải Đăng,Non-binary,sbeagin4m@uiuc.edu,sbeagin4m,@solutiondtk.com,sbeagin4m@solutiondtk.com,84,999-736-3449,+84 999-736-3449,53033-006,64942-1117,Digital Marketing,Management,Ho Chi Minh,Build Bright University,21/06/99,5/11/2021,5/1/2022,Infinity,2/10/2021,,"$12.554.196,66","$2.943.364,77",HSBC,21130-008,"$20.491.262,03","$9.610.831,89","-$10.880.430,14",Sasha Beagin,INDEN,https://vinaora.com/lacus/at/turpis.js?varius=a&nulla=pede&facilisi=posuere&cras=nonummy&non=integer&velit=non&nec=velit&nisi=donec&vulputate=diam&nonummy=neque&maecenas=vestibulum&tincidunt=eget&lacus=vulputate&at=ut,Full time,100,Online,9/26/2022,11/16/2021
168,Nguyễn Lan Tường,Male,laskem4n@noaa.gov,laskem4n,@solutiondtk.com,laskem4n@solutiondtk.com,84,804-709-1112,+84 804-709-1112,36800-051,65862-375,Designer,Marketing,Hanoi,Azerbaijan Technical University,27/11/98,20/06/21,20/08/21,Probation,1/4/2022,5/3/2022,"$24.497.475,49","$12.794.854,43",HSBC,68084-333,"$17.484.914,97","$11.702.621,06","-$5.782.293,91",Laird Askem,OTLS,https://ibm.com/dolor/quis/odio.html?eu=tempus&est=vivamus&congue=in&elementum=felis&in=eu&hac=sapien&habitasse=cursus&platea=vestibulum&dictumst=proin&morbi=eu&vestibulum=mi&velit=nulla&id=ac&pretium=enim&iaculis=in&diam=tempor&erat=turpis&fermentum=nec&justo=euismod&nec=scelerisque&condimentum=quam&neque=turpis&sapien=adipiscing&placerat=lorem&ante=vitae&nulla=mattis&justo=nibh&aliquam=ligula,Full time,100,Hybrid,10/24/2021,5/31/2022
175,Nguyễn Văn Lực,Male,gbartocci4u@illinois.edu,gbartocci4u,@solutiondtk.com,gbartocci4u@solutiondtk.com,84,561-174-6509,+84 561-174-6509,17478-715,62756-348,Sales,Management,Ho Chi Minh,Cochin University of Science and Technology,11/2/1999,8/11/2021,8/1/2022,Infinity,12/4/2021,,"$12.490.045,08","$2.492.724,25",HSBC,59779-347,"$20.643.757,40","$9.997.320,83","-$10.646.436,57",Georg Bartocci,MKT,http://delicious.com/est/congue.html?ligula=suspendisse&vehicula=accumsan&consequat=tortor&morbi=quis&a=turpis&ipsum=sed&integer=ante&a=vivamus&nibh=tortor&in=duis&quis=mattis&justo=egestas&maecenas=metus&rhoncus=aenean&aliquam=fermentum&lacus=donec&morbi=ut&quis=mauris&tortor=eget&id=massa&nulla=tempor&ultrices=convallis&aliquet=nulla&maecenas=neque&leo=libero&odio=convallis&condimentum=eget&id=eleifend&luctus=luctus&nec=ultricies&molestie=eu&sed=nibh&justo=quisque&pellentesque=id&viverra=justo&pede=sit&ac=amet&diam=sapien&cras=dignissim&pellentesque=vestibulum&volutpat=vestibulum&dui=ante&maecenas=ipsum&tristique=primis&est=in&et=faucibus&tempus=orci&semper=luctus&est=et&quam=ultrices&pharetra=posuere&magna=cubilia&ac=curae&consequat=nulla&metus=dapibus&sapien=dolor&ut=vel&nunc=est&vestibulum=donec&ante=odio&ipsum=justo&primis=sollicitudin&in=ut&faucibus=suscipit&orci=a&luctus=feugiat&et=et&ultrices=eros&posuere=vestibulum&cubilia=ac&curae=est&mauris=lacinia&viverra=nisi&diam=venenatis&vitae=tristique&quam=fusce&suspendisse=congue&potenti=diam&nullam=id&porttitor=ornare,Full time,80,Offline,6/21/2022,4/17/2022
176,Trần Thúy Nga,Male,mmccathie4v@a8.net,mmccathie4v,@solutiondtk.com,mmccathie4v@solutiondtk.com,84,171-638-7655,+84 171-638-7655,64942-1274,65862-001,Content Marketing,Marketing,Da Nang,Vikram University,22/08/96,12/4/2020,12/6/2020,Probation,5/3/2020,3/5/2023,"$22.405.282,88","$10.908.383,65",HSBC,52125-212,"$21.653.153,18","$11.496.899,23","-$10.156.253,95",Matty McCathie,INDEN,http://yelp.com/sit/amet/diam.jsp?felis=montes&donec=nascetur&semper=ridiculus&sapien=mus&a=etiam&libero=vel&nam=augue&dui=vestibulum&proin=rutrum&leo=rutrum&odio=neque&porttitor=aenean&id=auctor&consequat=gravida&in=sem&consequat=praesent&ut=id&nulla=massa,Part time,100,Online,2/24/2022,11/27/2021
181,Trần Thị Ngọc Ánh,Male,ebelfrage50@rediff.com,ebelfrage50,@solutiondtk.com,ebelfrage50@solutiondtk.com,84,984-751-0990,+84 984-751-0990,62362-184,57520-0030,Digital Marketing,Technology,Ho Chi Minh,University of Veterinary Science,19/06/00,23/04/21,23/06/21,1 Year,1/11/2022,2/7/2023,"$20.642.394,59","$3.556.414,56",HSBC,50988-178,"$17.845.346,83","$17.085.980,03","-$759.366,80",Eadmund Belfrage,INDEN,http://house.gov/ut/tellus/nulla/ut/erat.js?et=lacinia&tempus=sapien&semper=quis&est=libero&quam=nullam&pharetra=sit&magna=amet&ac=turpis&consequat=elementum&metus=ligula&sapien=vehicula&ut=consequat&nunc=morbi&vestibulum=a&ante=ipsum&ipsum=integer&primis=a&in=nibh&faucibus=in&orci=quis&luctus=justo&et=maecenas&ultrices=rhoncus&posuere=aliquam&cubilia=lacus&curae=morbi&mauris=quis&viverra=tortor&diam=id&vitae=nulla&quam=ultrices&suspendisse=aliquet&potenti=maecenas&nullam=leo&porttitor=odio&lacus=condimentum&at=id&turpis=luctus&donec=nec&posuere=molestie&metus=sed&vitae=justo&ipsum=pellentesque&aliquam=viverra&non=pede&mauris=ac&morbi=diam&non=cras&lectus=pellentesque&aliquam=volutpat&sit=dui&amet=maecenas&diam=tristique&in=est&magna=et&bibendum=tempus&imperdiet=semper&nullam=est&orci=quam&pede=pharetra&venenatis=magna&non=ac&sodales=consequat&sed=metus,Full time,80,Online,1/31/2022,7/14/2022
182,Hà Văn Trường,Female,ccuredell51@vinaora.com,ccuredell51,@solutiondtk.com,ccuredell51@solutiondtk.com,84,497-370-2670,+84 497-370-2670,49967-028,41250-266,Data Engineer,Marketing,Ho Chi Minh,Australian Correspondence Schools,22/07/96,22/09/20,22/11/20,Infinity,9/29/2020,,"$23.493.999,05","$9.123.877,81",HSBC,57520-0021,"$20.203.027,40","$14.370.121,24","-$5.832.906,16",Clarinda Curedell,OTLS,http://macromedia.com/nisl/nunc/rhoncus/dui/vel/sem.jpg?enim=libero&leo=nullam&rhoncus=sit&sed=amet&vestibulum=turpis&sit=elementum&amet=ligula&cursus=vehicula&id=consequat&turpis=morbi&integer=a&aliquet=ipsum&massa=integer&id=a&lobortis=nibh&convallis=in&tortor=quis&risus=justo&dapibus=maecenas&augue=rhoncus&vel=aliquam&accumsan=lacus&tellus=morbi,Full time,100,Hybrid,1/22/2022,6/15/2022
